Product name,Color Grade,Color /Carat Variety,Material,Gemstone Style,Main Stone,Side Stone,Plating,Product Dimention,Size,Carat weight,Price(USD),Website Link,Image Link
"Man's Moissanite Ring Series S925 1.0/2.0 CT - Round Cut - Lore Jewelry
",D (Colorless stone),"Pabio,Silver Edge,2-Lines Natural,Silver Maximus Luxury,",Sterling Silver 925,Moissanite,Moissanite,Moissanite,,"Weight: +- 2gr
Volume: +- 2cm x 2cm x 2cm",Adjustable,1.0/2.0 CT,"Pabio : $65.00
Silver Edge 1.0 CT :  -52%  $65.00 $135.00
Silver Edge 2.0 CT : $98.00
2-Lines Natural 1.0 CT : -52% $68.00 $143.00
Silver Maximus Luxury 1.0 CT : $68.00
Silver Maximus Luxury 2.0 CT : $111.00
",https://vm.tiktok.com/ZP9jhbS3scf8V-RsaJZ/,https://p16-oec-general-useast5.ttcdn-us.com/tos-useast5-i-omjb5zjo8w-tx/eef9cfbabccf4e60839b1329f1f3ce5b~tplv-fhlh96nyum-crop-webp:1000:1000.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast8&from=2378011839
